CustomerID,total_spent,avg_spent,order_count,favorite_product,favorite_product_right
49060,39364.0,757.0,52,Skirt - 29 Foot,Artichokes - Jerusalem
63283,37578.74,854.06,44,Sword Pick Asst,Curry Paste - Madras
41022,23444.48,571.82,41,Broom - Corn,Cookie - Dough Variety
40992,25591.67,544.5,47,Scallops - 10/20,Beef Wellington
74796,25792.74,806.02,32,Mussels - Frozen,"Nut - Chestnuts, Whole"
70259,42116.83,896.1,47,Rice - Jasmine Sented,"Salmon - Atlantic, Skin On"
94807,45865.81,1274.05,36,"Soup - Canadian Pea, Dry Mix","Soup - Canadian Pea, Dry Mix"
41674,23391.17,543.98,43,Smoked Paprika,Smoked Paprika
79104,49862.39,1159.59,43,Bread - Italian Corn Meal Poly,Rosemary - Dry
53970,38257.11,750.14,51,Phyllo Dough,Phyllo Dough
71343,40044.42,953.44,42,Muffin - Zero Transfat,Muffin - Zero Transfat
79753,45860.57,1091.92,42,Island Oasis - Mango Daiquiri,Island Oasis - Mango Daiquiri
97507,46875.71,1065.36,44,"Pepper - Paprika, Hungarian",V8 - Berry Blend
83347,56598.22,1155.07,49,Wine - Fume Blanc Fetzer,Crab - Imitation Flakes
44449,19010.44,576.07,33,Cookie - Dough Variety,Longos - Chicken Wings
63890,43018.11,860.36,50,Foam Cup 6 Oz,Veal - Eye Of Round
40754,34968.14,537.97,65,Langers - Ruby Red Grapfruit,Langers - Ruby Red Grapfruit
65972,48856.5,921.82,53,"Turkey - Whole, Fresh",Campari
98525,63600.49,1297.97,49,Yoghurt Tubes,"Mushrooms - Black, Dried"
88590,64876.24,1158.5,56,Soup - Campbells Tomato Ravioli,Sauce - Demi Glace
68198,47297.1,985.36,48,Duck - Breast,Duck - Breast
65989,37877.68,860.86,44,Wonton Wrappers,Wonton Wrappers
74433,44098.53,1002.24,44,Scampi Tail,Scampi Tail
40771,27756.36,523.7,53,Flour - Whole Wheat,"Pork - Loin, Bone - In"
51377,34864.75,711.53,49,Apricots - Halves,Yeast Dry - Fermipan
89489,50661.9,1235.66,41,Anchovy Paste - 56 G Tube,Anchovy Paste - 56 G Tube
40915,26449.29,574.98,46,Beef - Top Sirloin,Pail With Metal Handle 16l White
58769,37808.42,804.43,47,Chicken - Soup Base,Chicken - Soup Base
68458,54619.4,975.35,56,"Pepper - Paprika, Hungarian",Cod - Black Whole Fillet
92692,41893.35,1047.33,40,"Mushroom - Porcini, Dry","Mushroom - Porcini, Dry"
71080,47639.56,952.79,50,Dried Figs,Water - Green Tea Refresher
77789,45960.9,919.22,50,"Wine - White, Colubia Cresh",Wine - Two Oceans Cabernet
91888,44375.74,1031.99,43,Carbonated Water - Cherry,Beef - Striploin Aa
47220,26308.67,571.93,46,French Pastry - Mini Chocolate,French Pastry - Mini Chocolate
95110,58140.96,1211.27,48,Browning Caramel Glace,Mussels - Cultivated
49403,26402.98,643.98,41,Sugar - Fine,Cornflakes
58633,32846.31,729.92,45,Longos - Grilled Chicken With,"Lamb - Pieces, Diced"
60829,28740.38,684.29,42,Squid U5 - Thailand,"Hickory Smoke, Liquid"
64942,42590.29,819.04,52,Grapes - Red,Longos - Chicken Wings
61845,36922.08,839.14,44,Wine - Two Oceans Cabernet,Lettuce - Treviso
92508,48882.96,1110.98,44,Grenadine,Ecolab - Solid Fusion
54899,34679.55,825.7,42,Peas - Frozen,Peas - Frozen
72825,53254.38,918.18,58,Pernod,Pernod
87048,57986.91,1094.09,53,Cake - Cake Sheet Macaroon,Cake - Mini Cheesecake
68142,44331.81,869.25,51,Muffin Chocolate Individual Wrap,Cookie Chocolate Chip With
90180,64482.99,1131.28,57,Cookie Dough - Double,Fondant - Icing
50850,36491.39,776.41,47,"Bread - Roll, Canadian Dinner",Table Cloth 81x81 White
85660,59537.44,1082.5,55,Chocolate - Dark,Bread - English Muffin
53026,31764.43,705.88,45,Wine - Blue Nun Qualitatswein,Wine - Blue Nun Qualitatswein
65283,47659.43,836.13,57,"Mushroom - Porcini, Dry",Grapes - Red
74852,40405.57,1063.3,38,Peas - Frozen,"Bread - Roll, Soft White Round"
55581,37210.79,791.72,47,Hinge W Undercut,Hinge W Undercut
84333,62915.02,1187.08,53,Soupfoamcont12oz 112con,Soupfoamcont12oz 112con
57713,44019.41,846.53,52,"Wine - Red, Colio Cabernet","Wine - Red, Colio Cabernet"
77175,39655.49,967.21,41,Vinegar - Sherry,Ice Cream Bar - Oreo Cone
78193,59713.76,1012.1,59,Cake - Cake Sheet Macaroon,Cake - Cake Sheet Macaroon
93101,69139.08,1355.67,51,"Peas - Pigeon, Dry","Peas - Pigeon, Dry"
62544,33931.73,737.65,46,Lime Cordial - Roses,Durian Fruit
72557,49671.32,903.11,55,"Soup - Campbells, Lentil","Garlic - Primerba, Paste"
53306,42946.46,704.04,61,Bread - Bistro White,Cheese - Mozzarella
42531,28077.91,510.51,55,Pastry - Raisin Muffin - Mini,Butter - Unsalted
49775,28369.76,567.4,50,"Lentils - Red, Dry",Wine - Ruffino Chianti
73251,47601.41,991.7,48,Sherry - Dry,Chocolate - Compound Coating
40685,26322.09,626.72,42,Juice - Lime,Juice - Lime
89801,44406.85,925.14,48,"Oranges - Navel, 72",Wine - Sogrape Mateus Rose
91040,49569.37,1152.78,43,Beer - Labatt Blue,Napkin White - Starched
61291,38676.74,805.77,48,Cake - Box Window 10x10x2.5,Beer - Sleemans Cream Ale
71227,46904.64,977.18,48,Halibut - Fletches,Napkin White - Starched
51150,26444.16,539.68,49,Cake - Mini Cheesecake,Cake - Mini Cheesecake
64629,49686.19,887.25,56,Wine - Vineland Estate Semi - Dry,Pants Custom Dry Clean
76660,49815.2,844.33,59,Milk Powder,Longos - Grilled Salmon With Bbq
97585,65530.98,1337.37,49,Baking Powder,Flour - Whole Wheat
49829,31913.97,591.0,54,Longos - Chicken Wings,Beef - Top Sirloin - Aaa
47504,35856.78,689.55,52,Longos - Chicken Wings,Rum - Mount Gay Eclipes
96837,40391.28,1154.04,35,Fuji Apples,Fuji Apples
60752,39441.69,821.7,48,Corn Meal,"Soup - Campbells, Beef Barley"
48536,24959.49,567.26,44,Foam Cup 6 Oz,Foam Cup 6 Oz
71637,47905.87,1041.43,46,Lambcasing,"Wine - White, Colubia Cresh"
57278,30032.5,770.06,39,Wine - Vidal Icewine Magnotta,Wine - Vidal Icewine Magnotta
95185,57913.78,1316.22,44,"Wine - Magnotta, Merlot Sr Vqa","Wine - Magnotta, Merlot Sr Vqa"
43314,18513.97,487.21,38,Cheese - Cottage Cheese,"Soup - Campbells, Cream Of"
75272,34144.98,975.57,35,Cinnamon Buns Sticky,Ecolab - Mikroklene 4/4 L
74195,53468.05,1113.92,48,Tia Maria,Tia Maria
88381,66376.5,1382.84,48,Foam Dinner Plate,Foam Dinner Plate
57766,39824.44,698.67,57,Chinese Foods - Chicken,French Pastry - Mini Chocolate
72903,50481.37,934.84,54,Cheese - Mix,Cheese - Cambozola
48251,27939.43,620.88,45,"Cup - 6oz, Foam",Nantucket - Pomegranate Pear
86333,55048.24,1196.7,46,Apricots - Dried,Veal - Eye Of Round
87214,63021.12,1189.08,53,Beef - Rib Eye Aaa,Beef - Rib Eye Aaa
50730,23672.79,622.97,38,"Beef - Ground, Extra Lean, Fresh",Cheese - Cheddarsliced
63539,37826.6,945.66,40,Squid - Tubes / Tenticles 10/20,"Wine - Red, Cooking"
55586,32420.21,876.22,37,Ice Cream Bar - Hageen Daz To,Flour - Whole Wheat
45106,28685.17,682.98,42,"Wine - White, Mosel Gold",Hinge W Undercut
61940,41987.92,893.36,47,Tomatoes Tear Drop,Scallops - 10/20
84699,58793.26,1199.86,49,Bread Fig And Almond,Foam Dinner Plate
77363,43463.51,987.81,44,"Wine - White, Colubia Cresh",Coffee Decaf Colombian
80917,48470.42,1053.7,46,Rabbit - Whole,Rabbit - Whole
63459,42828.58,874.05,49,Wine - Chardonnay South,Rice - Long Grain
43707,26916.73,611.74,44,"Sole - Dover, Whole, Fresh","Sole - Dover, Whole, Fresh"
57953,32618.41,758.57,43,Bread - Multigrain,"Beef - Ground, Extra Lean, Fresh"
90579,57346.18,1124.43,51,Kiwi,Sausage - Breakfast
66645,31528.47,927.31,34,Papayas,"Bread - Roll, Canadian Dinner"
71390,47628.53,1013.37,47,Beef - Rib Eye Aaa,Beef - Rib Eye Aaa
91725,68747.78,1206.1,57,Spice - Peppercorn Melange,Garlic - Peeled
57236,33934.41,737.7,46,Liners - Baking Cups,"Wine - Red, Cooking"
55301,31524.31,643.35,49,Carbonated Water - Blackcherry,Carbonated Water - Blackcherry
65391,48543.31,822.77,59,Dried Figs,Banana - Leaves
55349,34222.17,728.13,47,Cheese - Victor Et Berthold,"Pepper - Paprika, Hungarian"
53666,38753.64,692.03,56,Tea - Earl Grey,Tea - Earl Grey
45678,32406.85,675.14,48,Hot Chocolate - Individual,Vinegar - Tarragon
52821,26970.65,573.84,47,Foam Dinner Plate,Dried Figs
51645,28562.4,696.64,41,Beef - Rib Eye Aaa,Pomello
72572,38959.52,973.99,40,Lambcasing,Snapple Lemon Tea
53645,28050.55,779.18,36,Grenadine,Flour - Whole Wheat
81054,55469.53,1066.72,52,"Turkey - Whole, Fresh",Sherry - Dry
92418,52611.81,1119.4,47,Halibut - Fletches,"Pasta - Penne, Rigate, Dry"
77821,33745.1,937.36,36,Bananas,Potatoes - Idaho 100 Count
68841,46617.67,914.07,51,Sunflower Seed Raw,"Pork - Loin, Bone - In"
91978,54787.19,1217.49,45,Chocolate - Dark,Quiche Assorted
94958,52969.02,1231.84,43,Lettuce - Treviso,Onions - Vidalia
56924,41678.06,744.25,56,"Lamb - Pieces, Diced",Tea - Earl Grey
78428,38809.04,924.02,42,Ocean Spray - Ruby Red,Apricots Fresh
74850,34866.13,850.39,41,Chocolate - Compound Coating,Pork - Inside
51163,30468.37,634.76,48,Cookies - Assorted,Cookies - Assorted
64617,43367.69,747.72,58,Wine - Prosecco Valdobiaddene,Cheese - Cottage Cheese
91019,44998.65,1153.81,39,Halibut - Fletches,Halibut - Fletches
42796,28355.37,603.31,47,Flour - Pastry,"Shrimp - Baby, Warm Water"
77556,57304.52,1146.09,50,Bread - Hot Dog Buns,Cheese - Cheddarsliced
58757,30787.83,855.22,36,"Pepper - Paprika, Hungarian","Pepper - Paprika, Hungarian"
71649,39228.63,912.29,43,Salmon - Sockeye Raw,Garlic - Elephant
85345,56734.94,1157.86,49,Sage - Ground,Sage - Ground
65043,42138.63,916.06,46,Liners - Baking Cups,Initation Crab Meat
55158,23111.9,624.65,37,Browning Caramel Glace,Spice - Peppercorn Melange
77014,56907.09,1016.2,56,Anchovy Paste - 56 G Tube,Anchovy Paste - 56 G Tube
93616,62648.05,1182.04,53,Coffee Decaf Colombian,Cheese - Bocconcini
76782,46216.92,888.79,52,Onions - Cippolini,Onions - Cippolini
83264,54273.9,1179.87,46,Coffee - Irish Cream,Beer - Sleemans Cream Ale
45914,26716.58,621.32,43,Kiwi,Smirnoff Green Apple Twist
52324,30220.17,629.59,48,"Nut - Chestnuts, Whole","Nut - Chestnuts, Whole"
96894,74844.47,1412.16,53,"Beef - Chuck, Boneless",Tofu - Firm
49141,37563.77,636.67,59,Tomatoes Tear Drop,Pomello
89582,49369.9,1234.25,40,"Shrimp - Baby, Warm Water",Bread - Calabrese Baguette
78804,46205.13,1050.12,44,Soup - Campbells Bean Medley,Soup - Campbells Bean Medley
83653,51488.33,1072.67,48,"Pepper - Black, Whole","Lemonade - Natural, 591 Ml"
70544,46111.16,922.22,50,Wine - Valpolicella Masi,Wine - Valpolicella Masi
76973,50201.23,929.65,54,Pickerel - Fillets,Scallops - Live In Shell
79867,52425.22,1048.5,50,"Placemat - Scallop, White",Loquat
80670,65412.09,1168.07,56,"Wine - White, Mosel Gold",Cookie - Dough Variety
71920,46490.03,1010.65,46,Peas - Frozen,Wonton Wrappers
42121,17049.6,415.84,41,Pasta - Angel Hair,Sherry - Dry
73861,44127.95,1002.91,44,Wine - Two Oceans Cabernet,Wine - Two Oceans Cabernet
42264,18782.78,469.57,40,Loquat,Loquat
65073,44401.03,906.14,49,"Crab - Dungeness, Whole","Pepper - Paprika, Hungarian"
54724,42630.92,789.46,54,Onion Powder,Gloves - Goldtouch Disposable
91561,42209.31,1082.29,39,"Nut - Pistachio, Shelled",Ice Cream Bar - Hageen Daz To
69809,61130.45,985.98,62,Rambutan,V8 - Berry Blend
53231,35097.2,731.19,48,Beef - Texas Style Burger,Jolt Cola - Electric Blue
49587,30763.48,603.21,51,Bread Foccacia Whole,Pasta - Angel Hair
83698,55367.34,1129.95,49,"Bread - Roll, Canadian Dinner",Pate - Cognac
74730,42293.46,1006.99,42,Cheese - Cambozola,"Beets - Candy Cane, Organic"
58520,34570.32,705.52,49,Tilapia - Fillets,Wine - Wyndham Estate Bin 777
79699,48505.81,1183.07,41,Scallop - St. Jaques,"Turkey - Whole, Fresh"
46288,32563.42,603.03,54,"Water - Mineral, Natural","Nut - Pistachio, Shelled"
73956,42455.75,922.95,46,Salmon Steak - Cohoe 8 Oz,Banana - Leaves
43558,22995.45,605.14,38,Rambutan,"Pork - Back, Short Cut, Boneless"
93928,50521.03,1485.91,34,Beef - Ground Medium,Beef - Rib Eye Aaa
46193,30077.32,699.47,43,Milk - 2%,Chef Hat 20cm
86158,49813.05,1059.85,47,"Chicken - Leg, Boneless",Corn Meal
54664,28790.21,719.76,40,Jagermeister,Flour - Whole Wheat
41367,20790.82,533.1,39,V8 - Berry Blend,Flour - Teff
93765,53895.16,1283.22,42,Whmis - Spray Bottle Trigger,Whmis - Spray Bottle Trigger
40849,26663.29,650.32,41,Cocktail Napkin Blue,Cocktail Napkin Blue
83154,61113.23,1222.26,50,"Lemonade - Natural, 591 Ml","Spoon - Soup, Plastic"
55355,40732.55,783.32,52,Hot Chocolate - Individual,Hot Chocolate - Individual
53749,32315.13,702.5,46,Sausage - Breakfast,Sausage - Breakfast
89161,51825.38,1400.69,37,Table Cloth 81x81 White,Chicken - Soup Base
69940,44277.96,942.08,47,Rosemary - Dry,Sword Pick Asst
86065,57008.9,1187.69,48,Lettuce - Treviso,Bread - French Baquette
85228,64196.16,1188.82,54,Cocoa Butter,Olives - Stuffed
66424,42800.38,891.67,48,"Beef - Tenderlion, Center Cut","Beef - Tenderlion, Center Cut"
52711,39877.22,766.87,52,Zucchini - Yellow,Bread - English Muffin
87926,50253.45,1092.47,46,Chocolate - Feathers,Beans - Kidney White
76880,45937.19,1068.31,43,Towels - Paper / Kraft,Towels - Paper / Kraft
76419,57319.79,1102.3,52,Grouper - Fresh,Grouper - Fresh
86735,57399.46,1062.95,54,Cheese - Cottage Cheese,Ocean Spray - Ruby Red
50124,32154.1,714.54,45,Garlic - Elephant,Cheese - Wine
86051,52261.52,1161.37,45,Cheese Cloth No 100,Juice - Lime
67007,53988.9,930.84,58,"Wine - Cahors Ac 2000, Clos","Fish - Scallops, Cold Smoked"
48620,24346.58,658.02,37,Appetizer - Sausage Rolls,"Coconut - Shredded, Sweet"
86833,37784.58,1049.57,36,Thermometer Digital,Langers - Ruby Red Grapfruit
87542,50238.1,1116.4,45,Muffin Chocolate Individual Wrap,Ice Cream Bar - Hageen Daz To
42939,24090.49,535.34,45,Chocolate - Feathers,Cake - Box Window 10x10x2.5
79095,56736.33,1112.48,51,"Yogurt - Blueberry, 175 Gr",Pears - Bosc
85446,36332.17,981.95,37,Chinese Foods - Chicken,Ecolab - Solid Fusion
